id_transaccion,fecha_compra,nombre_empresa_cliente,categoria_producto,producto_sku,cantidad,precio_unitario,metodo_pago,estado_pedido,descuento_aplicado
548,3/21/2024,Gigashots,insumos gastronómicos de alta calidad,Beef - Tenderloin - Aa,487,$1653.45,tarjeta débito,,15
549,4/13/2026,Oba,insumos gastronómicos de alta calidad,Initation Crab Meat,24,$1473.45,transferencia,error: undefined method `first' for nil:NilClass,
550,5/21/2024,Wikivu,insumos gastronómicos de alta calidad,Ice Cream - Super Sandwich,473,$4544.33,tarjeta de crétdito,error: undefined method `first' for nil:NilClass,4
551,10/25/2024,Gabcube,insumos gastronómicos de alta calidad,Calaloo,26,$3852.46,Efectivo,error: undefined method `first' for nil:NilClass,
552,11/18/2024,Flashspan,insumos gastronómicos de alta calidad,Oil - Sesame,298,$4497.62,cheque a 30 dias,error: undefined method `first' for nil:NilClass,
553,6/30/2024,,insumos gastronómicos de alta calidad,Lid - 0090 Clear,248,$2696.16,TRANSF.,error: undefined method `first' for nil:NilClass,10
554,12/1/2025,Browseblab,insumos gastronómicos de alta calidad,Flour Pastry Super Fine,249,$3679.56,cheque a 30 dias,error: undefined method `first' for nil:NilClass,5
555,2/3/2025,Oba,insumos gastronómicos de alta calidad,Longos - Grilled Salmon With Bbq,32,$1145.36,tarjeta de crétdito,,
556,7/5/2024,Voolia,insumos gastronómicos de alta calidad,Taro Leaves,415,$711.79,tarjeta de crétdito,error: undefined method `first' for nil:NilClass,8
557,4/27/2024,Realbridge,insumos gastronómicos de alta calidad,"Nut - Cashews, Whole, Raw",309,$2563.10,tarjeta de crétdito,error: undefined method `first' for nil:NilClass,
558,9/16/2025,Jaxspan,insumos gastronómicos de alta calidad,Pickle - Dill,290,$1287.34,TRANSF.,error: undefined method `first' for nil:NilClass,
559,4/26/2024,Npath,insumos gastronómicos de alta calidad,Puree - Mocha,18,$3081.58,Tarjeta,error: undefined method `first' for nil:NilClass,
560,1/1/2025,Ainyx,insumos gastronómicos de alta calidad,Soup - Campbells Asian Noodle,173,$1050.73,TRANSF.,,
561,12/27/2025,Oyonder,insumos gastronómicos de alta calidad,White Fish - Filets,169,$4644.58,Transferencia,error: undefined method `first' for nil:NilClass,
562,8/8/2025,Babbleblab,insumos gastronómicos de alta calidad,"Sprite, Diet - 355ml",404,$4735.56,Efectivo,error: undefined method `first' for nil:NilClass,
563,3/13/2026,Skinte,insumos gastronómicos de alta calidad,Wine - Mondavi Coastal Private,126,$2081.74,Transferencia,error: undefined method `first' for nil:NilClass,
564,10/1/2024,DabZ,insumos gastronómicos de alta calidad,Veal - Provimi Inside,94,$4115.01,transferencia,error: undefined method `first' for nil:NilClass,16
565,5/18/2026,Dabvine,insumos gastronómicos de alta calidad,Tart - Pecan Butter Squares,164,$794.30,transferencia,error: undefined method `first' for nil:NilClass,30
566,1/18/2025,Yakidoo,insumos gastronómicos de alta calidad,"Soup - Knorr, Veg / Beef",413,$4408.67,Cheque,error: undefined method `first' for nil:NilClass,
567,3/28/2025,Flashpoint,insumos gastronómicos de alta calidad,Plasticforkblack,126,$4692.14,Transferencia,error: undefined method `first' for nil:NilClass,
568,9/16/2025,Twinte,insumos gastronómicos de alta calidad,Bacon Strip Precooked,432,$4500.36,cheque a 30 dias,error: undefined method `first' for nil:NilClass,
569,4/3/2025,Fatz,insumos gastronómicos de alta calidad,Soup - Campbells Chicken,407,$1330.00,Cheque,error: undefined method `first' for nil:NilClass,28
570,10/29/2025,Chatterpoint,insumos gastronómicos de alta calidad,Vegetable - Base,490,$2428.40,Cheque,error: undefined method `first' for nil:NilClass,
571,6/16/2024,Mymm,insumos gastronómicos de alta calidad,Chervil - Fresh,319,$1212.58,transferencia,error: undefined method `first' for nil:NilClass,25
572,7/13/2024,Zoonoodle,insumos gastronómicos de alta calidad,"Pork - Back, Long Cut, Boneless",203,$2676.66,Efectivo,error: undefined method `first' for nil:NilClass,23
573,2/5/2024,Quire,insumos gastronómicos de alta calidad,Bread - Italian Corn Meal Poly,66,$832.47,cheque a 30 dias,,26
574,4/19/2026,Dabvine,insumos gastronómicos de alta calidad,Wine - Redchard Merritt,133,$1445.18,Cheque,error: undefined method `first' for nil:NilClass,17
575,9/8/2024,,insumos gastronómicos de alta calidad,Chickensplit Half,326,$4085.56,Transferencia,error: undefined method `first' for nil:NilClass,30
576,7/17/2024,Youopia,insumos gastronómicos de alta calidad,Lotus Rootlets - Canned,336,$3645.46,Efectivo,error: undefined method `first' for nil:NilClass,16
577,9/23/2025,Feedbug,insumos gastronómicos de alta calidad,Pate - Peppercorn,165,$1827.24,Tarjeta,error: undefined method `first' for nil:NilClass,
578,4/23/2026,Fatz,insumos gastronómicos de alta calidad,Ginger - Crystalized,68,$1285.98,Tarjeta,error: undefined method `first' for nil:NilClass,
579,4/5/2025,Feedmix,insumos gastronómicos de alta calidad,Trueblue - Blueberry 12x473ml,419,$3662.06,tarjeta débito,error: undefined method `first' for nil:NilClass,0
580,3/16/2026,Photospace,insumos gastronómicos de alta calidad,Olives - Kalamata,439,$3597.39,Cheque,,6
581,3/9/2024,Jatri,insumos gastronómicos de alta calidad,Chinese Foods - Thick Noodles,267,$1267.33,transferencia,error: undefined method `first' for nil:NilClass,
582,5/23/2026,Photospace,insumos gastronómicos de alta calidad,Cheese - Montery Jack,108,$913.19,tarjeta débito,error: undefined method `first' for nil:NilClass,2
583,8/26/2024,BlogXS,insumos gastronómicos de alta calidad,Puff Pastry - Sheets,46,$1644.29,cheque a 30 dias,error: undefined method `first' for nil:NilClass,0
584,4/6/2024,Devshare,insumos gastronómicos de alta calidad,Bagel - Sesame Seed Presliced,39,$1959.16,Cheque,error: undefined method `first' for nil:NilClass,
585,10/29/2025,Twimbo,insumos gastronómicos de alta calidad,"Tomatoes - Plum, Canned",129,$848.38,Transferencia,error: undefined method `first' for nil:NilClass,25
586,9/15/2025,Gevee,insumos gastronómicos de alta calidad,Muffin Hinge Container 6,439,$3916.91,tarjeta de crétdito,error: undefined method `first' for nil:NilClass,12
587,11/15/2025,,insumos gastronómicos de alta calidad,Mushroom - Lg - Cello,423,$3265.70,Tarjeta,error: undefined method `first' for nil:NilClass,3
588,4/23/2026,Quatz,insumos gastronómicos de alta calidad,Cognac - Courvaisier,101,$4819.88,Cheque,error: undefined method `first' for nil:NilClass,
589,5/31/2025,Zoombox,insumos gastronómicos de alta calidad,Strawberries,168,$2091.86,tarjeta débito,,12
590,3/21/2024,Dynava,insumos gastronómicos de alta calidad,Wine - Lou Black Shiraz,26,$4386.65,TRANSF.,error: undefined method `first' for nil:NilClass,21
591,2/15/2026,Plajo,insumos gastronómicos de alta calidad,"Turkey - Whole, Fresh",315,$795.53,tarjeta de crétdito,error: undefined method `first' for nil:NilClass,
592,1/17/2025,Meezzy,insumos gastronómicos de alta calidad,Eggplant - Asian,377,$2549.26,Efectivo,error: undefined method `first' for nil:NilClass,
593,5/14/2025,Centidel,insumos gastronómicos de alta calidad,Coffee - Ristretto Coffee Capsule,333,$3448.38,TRANSF.,error: undefined method `first' for nil:NilClass,
594,9/17/2024,Npath,insumos gastronómicos de alta calidad,Bread - Crusty Italian Poly,35,$1327.66,Transferencia,error: undefined method `first' for nil:NilClass,18
595,6/26/2025,Wordware,insumos gastronómicos de alta calidad,"Oil - Truffle, White",425,$623.17,Transferencia,error: undefined method `first' for nil:NilClass,
596,7/26/2024,Fliptune,insumos gastronómicos de alta calidad,Beans - Soya Bean,374,$3613.50,tarjeta débito,error: undefined method `first' for nil:NilClass,8
597,5/11/2024,Tanoodle,insumos gastronómicos de alta calidad,Leeks - Large,442,$2487.88,Transferencia,error: undefined method `first' for nil:NilClass,15
598,6/1/2024,Skibox,insumos gastronómicos de alta calidad,Wine - Acient Coast Caberne,395,$3236.16,Efectivo,error: undefined method `first' for nil:NilClass,
599,10/30/2024,Oba,insumos gastronómicos de alta calidad,Sprite - 355 Ml,84,$946.99,transferencia,error: undefined method `first' for nil:NilClass,
600,10/6/2025,Agimba,insumos gastronómicos de alta calidad,Whmis Spray Bottle Graduated,398,$3686.84,cheque a 30 dias,error: undefined method `first' for nil:NilClass,8
601,3/19/2025,Mynte,insumos gastronómicos de alta calidad,Longos - Cheese Tortellini,133,$3699.65,tarjeta de crétdito,error: undefined method `first' for nil:NilClass,
602,12/24/2025,Jabbersphere,insumos gastronómicos de alta calidad,English Muffin,242,$2256.28,Efectivo,error: undefined method `first' for nil:NilClass,
603,6/26/2026,Skimia,insumos gastronómicos de alta calidad,"Lamb - Whole, Frozen",491,$3242.72,Transferencia,error: undefined method `first' for nil:NilClass,29
604,4/12/2024,Wordpedia,insumos gastronómicos de alta calidad,"Beans - Black Bean, Dry",51,$4142.83,Transferencia,error: undefined method `first' for nil:NilClass,18
605,12/28/2025,Skinder,insumos gastronómicos de alta calidad,Chivas Regal - 12 Year Old,185,$2250.47,cheque a 30 dias,error: undefined method `first' for nil:NilClass,2
606,1/31/2025,Trupe,insumos gastronómicos de alta calidad,Cream - 35%,264,$4514.75,Efectivo,error: undefined method `first' for nil:NilClass,3
607,11/25/2024,Quaxo,insumos gastronómicos de alta calidad,"Salt - Rock, Course",481,$1482.49,Cheque,error: undefined method `first' for nil:NilClass,
608,7/8/2025,Plajo,insumos gastronómicos de alta calidad,Langers - Cranberry Cocktail,143,$4645.96,Tarjeta,error: undefined method `first' for nil:NilClass,4
609,6/15/2026,Thoughtmix,insumos gastronómicos de alta calidad,Cotton Wet Mop 16 Oz,151,$537.62,Transferencia,error: undefined method `first' for nil:NilClass,
610,12/28/2024,Mycat,insumos gastronómicos de alta calidad,Dip - Tapenade,189,$1982.30,Transferencia,error: undefined method `first' for nil:NilClass,1
611,1/17/2026,Zoombox,insumos gastronómicos de alta calidad,"Capon - Breast, Double, Wing On",380,$1591.55,Efectivo,,6
612,3/31/2025,Yambee,insumos gastronómicos de alta calidad,"Cheese - Cheddar, Medium",218,$4768.07,Transferencia,,20
613,12/15/2024,Mudo,insumos gastronómicos de alta calidad,Melon - Honey Dew,30,$4685.24,tarjeta débito,error: undefined method `first' for nil:NilClass,8
614,9/1/2025,Browsecat,insumos gastronómicos de alta calidad,Carbonated Water - Strawberry,82,$3838.39,tarjeta débito,error: undefined method `first' for nil:NilClass,27
615,4/28/2025,Dabvine,insumos gastronómicos de alta calidad,Cabbage - Savoy,192,$3942.63,TRANSF.,error: undefined method `first' for nil:NilClass,
616,5/8/2024,Geba,insumos gastronómicos de alta calidad,Table Cloth 120 Round White,428,$3134.58,cheque a 30 dias,error: undefined method `first' for nil:NilClass,
617,12/21/2025,Realcube,insumos gastronómicos de alta calidad,"Beef - Kindney, Whole",350,$4607.37,Transferencia,,27
618,2/11/2024,Bubblemix,insumos gastronómicos de alta calidad,Potatoes - Fingerling 4 Oz,425,$1476.27,cheque a 30 dias,error: undefined method `first' for nil:NilClass,6
619,12/13/2025,Feedbug,insumos gastronómicos de alta calidad,Milk Powder,154,$1334.06,Cheque,error: undefined method `first' for nil:NilClass,22
620,2/7/2026,Wikibox,insumos gastronómicos de alta calidad,Appetizer - Asian Shrimp Roll,292,$2758.41,transferencia,error: undefined method `first' for nil:NilClass,3
621,6/11/2025,Zazio,insumos gastronómicos de alta calidad,Bread - Raisin Walnut Pull,425,$3507.98,Tarjeta,error: undefined method `first' for nil:NilClass,
622,2/7/2024,Bluezoom,insumos gastronómicos de alta calidad,Jolt Cola,284,$1312.80,tarjeta débito,error: undefined method `first' for nil:NilClass,
623,2/29/2024,Yamia,insumos gastronómicos de alta calidad,Water - Spring 1.5lit,203,$1473.40,tarjeta de crétdito,error: undefined method `first' for nil:NilClass,
624,7/25/2024,Oyoba,insumos gastronómicos de alta calidad,Sponge Cake Mix - Chocolate,251,$2735.38,Tarjeta,error: undefined method `first' for nil:NilClass,
625,1/9/2024,Quamba,insumos gastronómicos de alta calidad,Pate - Liver,114,$3677.89,Efectivo,error: undefined method `first' for nil:NilClass,2
626,3/19/2026,Fivebridge,insumos gastronómicos de alta calidad,Lamb - Ground,395,$4761.55,tarjeta de crétdito,error: undefined method `first' for nil:NilClass,
627,6/11/2026,,insumos gastronómicos de alta calidad,Wine - Gewurztraminer Pierre,220,$4261.65,Cheque,error: undefined method `first' for nil:NilClass,3
628,4/27/2024,Kazio,insumos gastronómicos de alta calidad,Bread - Assorted Rolls,305,$1106.94,cheque a 30 dias,error: undefined method `first' for nil:NilClass,
629,12/15/2025,Rhyloo,insumos gastronómicos de alta calidad,"Appetizer - Mini Egg Roll, Shrimp",273,$4438.24,Tarjeta,error: undefined method `first' for nil:NilClass,
630,6/4/2026,Blogspan,insumos gastronómicos de alta calidad,Salt - Seasoned,205,$1756.35,cheque a 30 dias,error: undefined method `first' for nil:NilClass,28
631,5/3/2026,Meevee,insumos gastronómicos de alta calidad,Cheese - Valancey,111,$652.44,TRANSF.,error: undefined method `first' for nil:NilClass,12
632,4/23/2025,Edgetag,insumos gastronómicos de alta calidad,Paper Towel Touchless,87,$4463.88,cheque a 30 dias,error: undefined method `first' for nil:NilClass,
633,12/11/2024,,insumos gastronómicos de alta calidad,Creme De Banane - Marie,197,$2061.86,tarjeta de crétdito,error: undefined method `first' for nil:NilClass,4
634,4/4/2025,,insumos gastronómicos de alta calidad,French Kiss Vanilla,60,$2943.69,cheque a 30 dias,error: undefined method `first' for nil:NilClass,10
635,2/18/2026,Skidoo,insumos gastronómicos de alta calidad,Knife Plastic - White,265,$2871.72,Transferencia,error: undefined method `first' for nil:NilClass,3
636,8/16/2025,,insumos gastronómicos de alta calidad,Corn Shoots,463,$4116.80,cheque a 30 dias,error: undefined method `first' for nil:NilClass,
637,8/5/2025,Shufflebeat,insumos gastronómicos de alta calidad,Calypso - Pineapple Passion,350,$550.98,transferencia,error: undefined method `first' for nil:NilClass,
638,6/21/2024,Wikivu,insumos gastronómicos de alta calidad,Grapefruit - White,393,$3425.69,cheque a 30 dias,error: undefined method `first' for nil:NilClass,
639,4/7/2025,Einti,insumos gastronómicos de alta calidad,Garbage Bags - Clear,9,$4345.49,transferencia,error: undefined method `first' for nil:NilClass,
640,11/11/2025,Lazzy,insumos gastronómicos de alta calidad,Crush - Cream Soda,228,$3727.81,Tarjeta,error: undefined method `first' for nil:NilClass,21
641,7/13/2025,Realfire,insumos gastronómicos de alta calidad,Sugar - Splenda Sweetener,75,$1851.12,TRANSF.,,
642,3/27/2024,Oozz,insumos gastronómicos de alta calidad,"Chocolate - Pistoles, Lactee, Milk",120,$4970.19,TRANSF.,,5
643,1/25/2026,Edgeclub,insumos gastronómicos de alta calidad,Orange - Blood,357,$835.90,Cheque,error: undefined method `first' for nil:NilClass,26
644,8/19/2024,Devshare,insumos gastronómicos de alta calidad,Beans - Fine,452,$3436.88,transferencia,error: undefined method `first' for nil:NilClass,
645,12/1/2025,Brainsphere,insumos gastronómicos de alta calidad,Versatainer Nc - 888,108,$1733.76,transferencia,error: undefined method `first' for nil:NilClass,4
646,6/27/2026,Meetz,insumos gastronómicos de alta calidad,Otomegusa Dashi Konbu,313,$3076.79,transferencia,error: undefined method `first' for nil:NilClass,
647,1/18/2025,Dabfeed,insumos gastronómicos de alta calidad,"Soup - French Onion, Dry",287,$3952.73,transferencia,error: undefined method `first' for nil:NilClass,
648,7/26/2025,Dabshots,insumos gastronómicos de alta calidad,Blue Curacao - Marie Brizard,75,$2171.71,cheque a 30 dias,error: undefined method `first' for nil:NilClass,1
649,10/12/2025,Realbuzz,insumos gastronómicos de alta calidad,Shopper Bag - S - 4,322,$2787.13,Cheque,error: undefined method `first' for nil:NilClass,9
650,2/27/2026,Yakidoo,insumos gastronómicos de alta calidad,Mousse - Mango,87,$1262.33,cheque a 30 dias,error: undefined method `first' for nil:NilClass,
651,12/10/2025,Rhybox,insumos gastronómicos de alta calidad,Bread Fig And Almond,393,$934.80,cheque a 30 dias,error: undefined method `first' for nil:NilClass,
652,3/25/2026,,insumos gastronómicos de alta calidad,"Syrup - Golden, Lyles",340,$2648.63,Transferencia,error: undefined method `first' for nil:NilClass,
653,5/21/2026,Skiba,insumos gastronómicos de alta calidad,Grapes - Green,227,$4327.51,cheque a 30 dias,error: undefined method `first' for nil:NilClass,0
654,6/9/2024,Divavu,insumos gastronómicos de alta calidad,Aromat Spice / Seasoning,15,$4682.35,cheque a 30 dias,error: undefined method `first' for nil:NilClass,5
655,12/13/2025,Edgewire,insumos gastronómicos de alta calidad,Squash - Pepper,210,$1420.13,transferencia,error: undefined method `first' for nil:NilClass,
656,2/11/2026,Cogidoo,insumos gastronómicos de alta calidad,Wine - Niagara Peninsula Vqa,268,$4092.60,tarjeta de crétdito,error: undefined method `first' for nil:NilClass,19
657,6/2/2025,Twinte,insumos gastronómicos de alta calidad,Beef - Salted,148,$1041.83,Cheque,error: undefined method `first' for nil:NilClass,
658,4/13/2024,Yakidoo,insumos gastronómicos de alta calidad,Schnappes Peppermint - Walker,386,$4913.85,TRANSF.,error: undefined method `first' for nil:NilClass,
659,4/3/2024,Tavu,insumos gastronómicos de alta calidad,Mikes Hard Lemonade,152,$2287.89,Tarjeta,error: undefined method `first' for nil:NilClass,9
660,1/26/2025,JumpXS,insumos gastronómicos de alta calidad,Wine - Sake,28,$2964.28,Efectivo,error: undefined method `first' for nil:NilClass,
661,10/30/2025,Twimbo,insumos gastronómicos de alta calidad,Kellogs All Bran Bars,73,$1839.89,transferencia,,14
662,10/23/2024,Innotype,insumos gastronómicos de alta calidad,Yogurt - Plain,482,$3579.77,Efectivo,error: undefined method `first' for nil:NilClass,20
663,8/22/2024,Plambee,insumos gastronómicos de alta calidad,Cake - French Pear Tart,499,$1748.21,tarjeta de crétdito,error: undefined method `first' for nil:NilClass,6
664,6/7/2025,Thoughtstorm,insumos gastronómicos de alta calidad,Pepper - Green,419,$1944.99,Tarjeta,,
665,1/16/2026,Skinder,insumos gastronómicos de alta calidad,Bread - Pain Au Liat X12,437,$3392.60,Efectivo,error: undefined method `first' for nil:NilClass,
666,10/14/2025,,insumos gastronómicos de alta calidad,Lamb - Shanks,303,$1239.90,Transferencia,error: undefined method `first' for nil:NilClass,22
667,5/6/2024,Lazzy,insumos gastronómicos de alta calidad,"Beef - Ground, Extra Lean, Fresh",480,$3979.80,Efectivo,error: undefined method `first' for nil:NilClass,17
668,3/9/2024,Dazzlesphere,insumos gastronómicos de alta calidad,Soup - Cream Of Broccoli,483,$646.41,Cheque,error: undefined method `first' for nil:NilClass,15
669,4/24/2026,Shufflester,insumos gastronómicos de alta calidad,Crackers Cheez It,397,$1800.82,transferencia,error: undefined method `first' for nil:NilClass,
670,7/12/2024,Topiclounge,insumos gastronómicos de alta calidad,Creme De Menth - White,185,$3263.08,Tarjeta,error: undefined method `first' for nil:NilClass,
671,8/11/2025,Twitterbeat,insumos gastronómicos de alta calidad,Thyme - Dried,40,$4908.90,cheque a 30 dias,,2
672,5/21/2026,Flashspan,insumos gastronómicos de alta calidad,Wine - Beringer Founders Estate,365,$1761.94,Tarjeta,error: undefined method `first' for nil:NilClass,
673,8/9/2024,Yotz,insumos gastronómicos de alta calidad,Broom And Broom Rack White,412,$1390.90,transferencia,error: undefined method `first' for nil:NilClass,19
674,9/8/2024,Fivespan,insumos gastronómicos de alta calidad,"Capon - Breast, Wing On",222,$3900.76,tarjeta débito,error: undefined method `first' for nil:NilClass,21
675,2/27/2025,Dazzlesphere,insumos gastronómicos de alta calidad,Wine - Chardonnay Mondavi,285,$4693.87,Tarjeta,error: undefined method `first' for nil:NilClass,
676,5/2/2024,Meejo,insumos gastronómicos de alta calidad,Filling - Mince Meat,150,$2937.13,tarjeta de crétdito,error: undefined method `first' for nil:NilClass,10
677,6/23/2024,Thoughtmix,insumos gastronómicos de alta calidad,Cheese - Augre Des Champs,81,$4439.54,tarjeta de crétdito,error: undefined method `first' for nil:NilClass,9
678,5/11/2026,Voonyx,insumos gastronómicos de alta calidad,"Bread - Dark Rye, Loaf",55,$4634.58,TRANSF.,error: undefined method `first' for nil:NilClass,0
679,6/3/2024,Oyondu,insumos gastronómicos de alta calidad,"Iced Tea - Lemon, 340ml",373,$4760.03,tarjeta de crétdito,,14
680,3/4/2025,Devbug,insumos gastronómicos de alta calidad,Cheese - Cream Cheese,333,$3657.83,transferencia,error: undefined method `first' for nil:NilClass,
681,2/19/2024,Avamba,insumos gastronómicos de alta calidad,Pork Salted Bellies,470,$4630.81,Cheque,error: undefined method `first' for nil:NilClass,27
682,12/3/2024,Podcat,insumos gastronómicos de alta calidad,"Cheese - Havarti, Salsa",244,$4923.44,transferencia,error: undefined method `first' for nil:NilClass,
683,7/1/2025,Dabjam,insumos gastronómicos de alta calidad,"Cheese - Brie, Triple Creme",197,$2150.01,transferencia,error: undefined method `first' for nil:NilClass,25
684,4/29/2025,Gabspot,insumos gastronómicos de alta calidad,"Nut - Almond, Blanched, Whole",275,$627.79,tarjeta débito,error: undefined method `first' for nil:NilClass,8
685,6/25/2026,Photobug,insumos gastronómicos de alta calidad,Wine - Taylors Reserve,78,$2187.00,transferencia,error: undefined method `first' for nil:NilClass,25
686,1/16/2026,Kazio,insumos gastronómicos de alta calidad,Higashimaru Usukuchi Soy,218,$3459.46,tarjeta débito,error: undefined method `first' for nil:NilClass,4
687,1/26/2026,Zoombeat,insumos gastronómicos de alta calidad,Crackers - Soda / Saltins,170,$3606.36,tarjeta débito,error: undefined method `first' for nil:NilClass,
688,5/23/2026,Snaptags,insumos gastronómicos de alta calidad,Filo Dough,499,$807.45,Transferencia,error: undefined method `first' for nil:NilClass,
689,4/16/2025,Linkbridge,insumos gastronómicos de alta calidad,Sobe - Green Tea,316,$1274.86,Tarjeta,error: undefined method `first' for nil:NilClass,
690,12/21/2025,,insumos gastronómicos de alta calidad,Calypso - Pineapple Passion,292,$4047.63,transferencia,,17
691,5/19/2026,Kamba,insumos gastronómicos de alta calidad,Irish Cream - Baileys,369,$1463.01,tarjeta de crétdito,error: undefined method `first' for nil:NilClass,23
692,2/13/2024,Mydeo,insumos gastronómicos de alta calidad,Straw - Regular,11,$1737.63,transferencia,error: undefined method `first' for nil:NilClass,13
693,4/26/2026,,insumos gastronómicos de alta calidad,Fudge - Cream Fudge,25,$2363.71,tarjeta débito,error: undefined method `first' for nil:NilClass,18
694,10/14/2024,Divape,insumos gastronómicos de alta calidad,Bread Sour Rolls,346,$4546.76,cheque a 30 dias,error: undefined method `first' for nil:NilClass,27
695,12/8/2024,Pixope,insumos gastronómicos de alta calidad,Beer - Mill St Organic,407,$2021.83,transferencia,error: undefined method `first' for nil:NilClass,
696,1/4/2024,Plambee,insumos gastronómicos de alta calidad,"Pepper - Paprika, Hungarian",409,$1189.31,Efectivo,error: undefined method `first' for nil:NilClass,6
697,10/19/2025,Bubblebox,insumos gastronómicos de alta calidad,Lettuce - Arugula,365,$4740.76,Transferencia,error: undefined method `first' for nil:NilClass,
698,7/29/2024,Rhynoodle,insumos gastronómicos de alta calidad,"Brocolinni - Gaylan, Chinese",131,$2212.15,tarjeta de crétdito,error: undefined method `first' for nil:NilClass,24
699,2/6/2026,Thoughtbeat,insumos gastronómicos de alta calidad,Cookies - Assorted,45,$1648.60,transferencia,error: undefined method `first' for nil:NilClass,13
700,5/3/2025,Kwideo,insumos gastronómicos de alta calidad,Beans - French,352,$1681.96,transferencia,error: undefined method `first' for nil:NilClass,21
701,7/26/2025,Ntag,insumos gastronómicos de alta calidad,Bagel - Everything Presliced,450,$3612.90,Transferencia,,15
702,5/8/2024,Kamba,insumos gastronómicos de alta calidad,Broom And Broom Rack White,174,$4484.90,Tarjeta,error: undefined method `first' for nil:NilClass,13
703,12/28/2025,Linkbridge,insumos gastronómicos de alta calidad,Onions - White,193,$2595.70,TRANSF.,error: undefined method `first' for nil:NilClass,19
704,8/25/2024,Riffpedia,insumos gastronómicos de alta calidad,Tamarind Paste,81,$4640.95,tarjeta débito,error: undefined method `first' for nil:NilClass,
705,3/29/2025,Aimbu,insumos gastronómicos de alta calidad,"Veal - Tenderloin, Untrimmed",144,$4394.76,cheque a 30 dias,,18
706,12/27/2025,Tavu,insumos gastronómicos de alta calidad,Eel - Smoked,217,$3308.02,tarjeta débito,error: undefined method `first' for nil:NilClass,
707,4/25/2025,Kwilith,insumos gastronómicos de alta calidad,Cleaner - Comet,138,$3246.26,TRANSF.,error: undefined method `first' for nil:NilClass,
708,4/23/2024,Miboo,insumos gastronómicos de alta calidad,Juice - Happy Planet,343,$2161.20,Cheque,error: undefined method `first' for nil:NilClass,8
709,2/26/2026,Linklinks,insumos gastronómicos de alta calidad,"Wine - Red, Concha Y Toro",384,$3058.33,tarjeta de crétdito,error: undefined method `first' for nil:NilClass,14
710,4/2/2025,Ozu,insumos gastronómicos de alta calidad,Muffins - Assorted,111,$1129.47,tarjeta de crétdito,error: undefined method `first' for nil:NilClass,13
711,5/31/2026,Yoveo,insumos gastronómicos de alta calidad,"Appetizer - Mini Egg Roll, Shrimp",15,$1159.91,Tarjeta,error: undefined method `first' for nil:NilClass,5
712,10/6/2025,Ntag,insumos gastronómicos de alta calidad,Cotton Wet Mop 16 Oz,266,$2321.96,Tarjeta,error: undefined method `first' for nil:NilClass,4
713,5/5/2026,Oyondu,insumos gastronómicos de alta calidad,"Chilli Paste, Sambal Oelek",235,$1943.42,tarjeta débito,error: undefined method `first' for nil:NilClass,
714,1/8/2025,Bluezoom,insumos gastronómicos de alta calidad,Soup V8 Roasted Red Pepper,300,$4224.68,Transferencia,error: undefined method `first' for nil:NilClass,28
715,4/10/2026,Bluejam,insumos gastronómicos de alta calidad,Raspberries - Fresh,319,$3826.32,cheque a 30 dias,error: undefined method `first' for nil:NilClass,
716,1/14/2026,LiveZ,insumos gastronómicos de alta calidad,"Vermacelli - Sprinkles, Assorted",334,$4859.47,TRANSF.,error: undefined method `first' for nil:NilClass,
717,5/31/2024,Skimia,insumos gastronómicos de alta calidad,Container - Clear 16 Oz,280,$3016.04,Cheque,error: undefined method `first' for nil:NilClass,
718,4/5/2025,Fanoodle,insumos gastronómicos de alta calidad,"Dill - Primerba, Paste",75,$3010.45,tarjeta de crétdito,error: undefined method `first' for nil:NilClass,26
719,6/24/2026,Devpulse,insumos gastronómicos de alta calidad,Glycerine,348,$2037.82,Cheque,error: undefined method `first' for nil:NilClass,5
720,6/30/2024,Eamia,insumos gastronómicos de alta calidad,Cinnamon - Ground,256,$4995.81,tarjeta de crétdito,error: undefined method `first' for nil:NilClass,18
721,10/6/2025,Jetwire,insumos gastronómicos de alta calidad,"Bread - Bagels, Mini",332,$1851.63,TRANSF.,error: undefined method `first' for nil:NilClass,22
722,11/24/2025,Edgepulse,insumos gastronómicos de alta calidad,Sobe - Green Tea,222,$520.42,Cheque,error: undefined method `first' for nil:NilClass,0
723,2/22/2026,Muxo,insumos gastronómicos de alta calidad,Pork - Back Ribs,142,$2901.47,Efectivo,error: undefined method `first' for nil:NilClass,27
724,2/24/2026,Rhybox,insumos gastronómicos de alta calidad,Calypso - Pineapple Passion,449,$708.90,Transferencia,error: undefined method `first' for nil:NilClass,29
725,7/2/2025,Eabox,insumos gastronómicos de alta calidad,Salt And Pepper Mix - Black,148,$4558.41,tarjeta de crétdito,error: undefined method `first' for nil:NilClass,7
726,6/20/2026,Gabspot,insumos gastronómicos de alta calidad,"Pasta - Penne, Lisce, Dry",145,$3336.44,TRANSF.,error: undefined method `first' for nil:NilClass,
727,1/2/2026,Gigabox,insumos gastronómicos de alta calidad,Bar - Granola Trail Mix Fruit Nut,72,$4664.99,Tarjeta,error: undefined method `first' for nil:NilClass,30
728,3/19/2024,,insumos gastronómicos de alta calidad,Wine - Barolo Fontanafredda,475,$560.17,transferencia,error: undefined method `first' for nil:NilClass,7
729,7/25/2025,,insumos gastronómicos de alta calidad,Almonds Ground Blanched,392,$979.58,Transferencia,error: undefined method `first' for nil:NilClass,
